FollowersCount,FriendsCount,ScreenName,Ratio,Points
187,256,rarara_1009,0.73046875,136.59765625
188,259,oresamanokuniDA,0.7258687258687259,136.46332046332046
193,273,hon_a_s_k,0.706959706959707,136.44322344322345
374,1026,kotakota521,0.3645224171539961,136.33138401559455
357,935,yoshigami,0.38181818181818183,136.3090909090909
352,909,yusuku529ad,0.3872387238723872,136.3080308030803
271,539,S_xYzxoOo,0.5027829313543599,136.25417439703153
173,220,chararan21,0.7863636363636364,136.04090909090908
206,312,PaP_equal_hage,0.6602564102564102,136.01282051282053
156,179,Hope19871217,0.8715083798882681,135.95530726256985
450,1491,moved_toUNICITY,0.30181086519114686,135.8148893360161
160,189,blackdx13,0.8465608465608465,135.44973544973544
421,1310,tyudaba,0.32137404580152673,135.29847328244276
269,535,animalgeoff,0.502803738317757,135.25420560747665
191,271,codeHACHIOJI,0.7047970479704797,134.61623616236162
428,1363,donaisurunrun,0.31401320616287604,134.39765223771093
148,163,s3HsIWiEin9hsgT,0.9079754601226994,134.38036809815952
128,122,10min4koma,1.0491803278688525,134.29508196721312
160,191,l0uKOEpwpr,0.837696335078534,134.03141361256544
139,145,bw_H_E_R,0.9586206896551724,133.24827586206897
211,335,syubite,0.6298507462686567,132.89850746268658
146,161,kameno_kiss,0.906832298136646,132.3975155279503
146,161,InoueKosuke3,0.906832298136646,132.3975155279503
643,3128,RyuyaNGO,0.2055626598465473,132.17679028132991
199,300,MST_rial,0.6633333333333333,132.00333333333333
212,341,leo_chan1216,0.6217008797653959,131.80058651026394
171,222,takaiakat,0.7702702702702703,131.71621621621622
181,249,umetenn105,0.7269076305220884,131.570281124498
617,2895,mayochiki,0.21312607944732298,131.49879101899828
433,1426,solo_icchan11,0.30364656381486677,131.4789621318373
138,145,grruhuh,0.9517241379310345,131.33793103448275
556,2354,spla_sakana,0.23619371282922685,131.32370433305013
599,2737,masato23553577,0.21885275849470223,131.09280233832663
212,343,fotonyan,0.6180758017492711,131.03206997084547
159,193,Elpmasr25,0.8238341968911918,130.9896373056995
297,674,P_Shoki,0.4406528189910979,130.87388724035608
209,335,rokudenashi_jp,0.6238805970149254,130.3910447761194
494,1875,akago122012,0.2634666666666667,130.15253333333334
640,3148,jakkre,0.20330368487928843,130.1143583227446
132,134,banana_monkichi,0.9850746268656716,130.02985074626866
452,1575,momijidori,0.286984126984127,129.71682539682539
213,350,hisui0429,0.6085714285714285,129.62571428571428
108,90,BotPanepon,1.2,129.6
670,3469,zoebroog,0.19313923320841742,129.40328624963968
298,688,shiruko1117,0.4331395348837209,129.07558139534885
260,524,ug_komiyang,0.4961832061068702,129.00763358778627
369,1056,pinkgumvomit01,0.3494318181818182,128.9403409090909
168,219,ueno_cpp,0.7671232876712328,128.87671232876713
221,379,ollfii,0.58311345646438,128.86807387862797
69,37,syosyosen,1.864864864864865,128.67567567567568
201,314,mittunounmei,0.6401273885350318,128.6656050955414
361,1013,gass_shy,0.35636722606120436,128.64856860809476
798,4956,ricky_bulue,0.16101694915254236,128.4915254237288
323,812,Kiriko4,0.3977832512315271,128.48399014778326
144,162,koshihulitee,0.8888888888888888,128.0
217,368,harupyonyon,0.5896739130434783,127.95923913043478
237,439,GekoGekoNakuyo,0.5398633257403189,127.94760820045558
510,2034,KYOUYA721,0.25073746312684364,127.87610619469027
201,316,kari_8931,0.6360759493670886,127.85126582278481
204,326,takaya_414,0.6257668711656442,127.65644171779141
214,359,dxddd7gfdm,0.596100278551532,127.56545961002786
104,85,imo_tico,1.223529411764706,127.24705882352941
174,238,granada333,0.7310924369747899,127.21008403361344
574,2593,QYdW6Cal2R6hSRG,0.22136521403779405,127.06363285769379
327,844,hy_e_b_land,0.38744075829383884,126.69312796208531
134,142,akki_mrst,0.9436619718309859,126.45070422535211
179,255,petyonigonigo,0.7019607843137254,125.65098039215687
283,638,yutoex1,0.44357366771159873,125.53134796238244
398,1263,nanafranken,0.31512272367379257,125.41884402216944
256,523,okonogi_x,0.4894837476099426,125.30783938814531
202,326,gawa1011,0.6196319018404908,125.16564417177914
313,783,abebebe1111,0.3997445721583653,125.12005108556832
456,1662,nun_Qand_,0.2743682310469314,125.11191335740072
123,121,1km_L,1.0165289256198347,125.03305785123968
232,431,sagiyuki,0.5382830626450116,124.88167053364269
115,106,F_rank_Sinatra,1.0849056603773586,124.76415094339623
337,911,daiotail,0.3699231613611416,124.66410537870472
58,27,byGMO4,2.1481481481481484,124.5925925925926
207,344,mikou0717,0.6017441860465116,124.56104651162791
306,753,gennown_benan81,0.4063745019920319,124.35059760956176
195,306,bati_gorilla,0.6372549019607843,124.26470588235294
158,201,NobuMt,0.7860696517412935,124.19900497512438
788,5001,_XXXG_01H,0.15756848630273945,124.1639672065587
166,222,umauma528,0.7477477477477478,124.12612612612612
740,4431,_48T_,0.16700519070187317,123.58384111938614
171,238,daidai4455661,0.7184873949579832,122.86134453781513
284,657,gamiyu_kedama,0.4322678843226788,122.76407914764079
224,409,27niea,0.5476772616136919,122.67970660146699
228,424,kazuwoja,0.5377358490566038,122.60377358490567
222,402,MenmenKana,0.5522388059701493,122.59701492537313
394,1267,O0o_O0oO0o_O0o,0.31097079715864245,122.52249408050513
356,1037,g1121765,0.343297974927676,122.21407907425265
127,132,m0ooo0chi,0.9621212121212122,122.18939393939394
213,372,taikiface,0.5725806451612904,121.95967741935483
166,226,yui_tri3d,0.7345132743362832,121.929203539823
153,192,takuya_34tf,0.796875,121.921875
226,419,sho_sans,0.5393794749403341,121.89976133651551
163,218,ito01030720,0.7477064220183486,121.87614678899082
93,71,dame_dameko,1.3098591549295775,121.8169014084507
228,427,syakecool,0.5339578454332553,121.7423887587822
115,109,rorita01,1.055045871559633,121.3302752293578
215,381,mariko_tkc,0.5643044619422573,121.3254593175853
190,298,N___OREO,0.6375838926174496,121.14093959731544
254,533,killlakiller_7,0.47654784240150094,121.04315196998124
121,121,gainen5656,1.0,121.0
111,102,gamusiroputo,1.088235294117647,120.79411764705883
258,552,kenchiani,0.4673913043478261,120.58695652173913
197,322,aoi_voice_k,0.6118012422360248,120.5248447204969
134,149,rax_Nacha,0.8993288590604027,120.51006711409396
230,439,gorogoronikko,0.5239179954441914,120.50113895216401
156,202,awaamaauaana123,0.7722772277227723,120.47524752475248
245,499,MATUELfromNeON,0.4909819639278557,120.29058116232466
204,346,takachan_moka,0.5895953757225434,120.27745664739885
661,3639,odatukasa,0.1816433086012641,120.06622698543556
433,1566,akua1221P,0.2765006385696041,119.72477650063857
350,1025,miyamiyams,0.34146341463414637,119.51219512195122
237,470,yosusa,0.5042553191489362,119.50851063829788
599,3003,Hannaaaaa_0114,0.19946719946719946,119.48085248085248
318,848,05ryo22,0.375,119.25
279,655,hetale0155,0.4259541984732824,118.8412213740458
191,307,fukuda_1919,0.6221498371335505,118.83061889250814
251,531,R_S_B_V,0.4726930320150659,118.64595103578155
68,39,Yukinaari,1.7435897435897436,118.56410256410257
269,611,kattikotti_211,0.4402618657937807,118.43044189852701
307,797,O_MT218,0.3851944792973651,118.2547051442911
193,315,yukiyuki252521,0.6126984126984127,118.25079365079365
198,332,long_P_coat,0.5963855421686747,118.08433734939759
190,306,daiju2636,0.6209150326797386,117.97385620915033
241,493,7ibB0dJbJi8cArS,0.48884381338742394,117.81135902636917
79,53,ankoku_misa,1.490566037735849,117.75471698113208
207,366,DQM1gbc,0.5655737704918032,117.07377049180327
466,1858,summergame1088,0.25080731969860065,116.8762109795479
228,445,colop_1,0.5123595505617977,116.81797752808988
222,422,manzoku4802,0.5260663507109005,116.7867298578199
166,236,8SmINGb8HwNla6C,0.7033898305084746,116.76271186440678
275,648,_KiSaR_,0.4243827160493827,116.70524691358025
267,611,apple_waraisuki,0.4369885433715221,116.6759410801964
349,1045,takutoilovecars,0.3339712918660287,116.55598086124402
124,132,TEOTC1999,0.9393939393939394,116.48484848484848
175,263,kapo_fg,0.6653992395437263,116.4448669201521
121,126,hatimitusennpai,0.9603174603174603,116.1984126984127
123,131,uecteamtakechan,0.9389312977099237,115.4885496183206
631,3449,c25jz,0.18295158016816468,115.44244708611191
681,4026,syamoji023,0.169150521609538,115.19150521609538
256,569,RTshimakuruman,0.44991212653778556,115.1775043936731
552,2647,kuroki_mo2,0.2085379675103891,115.11295806573479
536,2498,pg_gu_,0.2145716573258607,115.01040832666133
183,292,botsurinusuchan,0.6267123287671232,114.68835616438356
172,258,pesupora,0.6666666666666666,114.66666666666667
128,143,chogorinrin,0.8951048951048951,114.57342657342657
158,218,abud33145689,0.7247706422018348,114.5137614678899
222,432,creator_musomal,0.5138888888888888,114.08333333333333
754,4994,28aepjp,0.15098117741289546,113.83980776932319
541,2573,dokuhaki5555,0.2102603964244073,113.75087446560435
573,2887,favoPushMan,0.19847592656737098,113.72670592310357
188,311,nogi_420,0.6045016077170418,113.64630225080386
127,142,puyobasso,0.8943661971830986,113.58450704225352
382,1285,namuamidaze,0.2972762645914397,113.55953307392996
223,438,rikuto_ataoka,0.5091324200913242,113.53652968036529
91,73,taketombo17325,1.2465753424657535,113.43835616438356
392,1355,naginagi_alpico,0.2892988929889299,113.40516605166052
207,378,blueandy3,0.5476190476190477,113.35714285714286
496,2171,chiyosuke7,0.2284661446338093,113.31920773836941
191,322,kasakou119,0.593167701863354,113.29503105590062
113,113,kaporuF,1.0,113.0
148,194,kiri0312,0.7628865979381443,112.90721649484536
180,287,villu_john,0.627177700348432,112.89198606271778
231,473,coxdesita,0.4883720930232558,112.81395348837209
214,406,OSh82779968,0.5270935960591133,112.79802955665025
606,3257,superhentai44,0.18606079214000615,112.75284003684372
126,141,xk2VTOadGS1l4US,0.8936170212765957,112.59574468085107
282,707,SKMT_ddb,0.3988684582743989,112.48090523338048
179,285,keyniiiii_2525,0.6280701754385964,112.42456140350878
486,2102,kacchan333,0.23120837297811608,112.36726926736442
151,203,mikoshinyuudou,0.7438423645320197,112.32019704433498
487,2114,uwanoagoto,0.2303689687795648,112.18968779564806
219,428,mZRrLrUYLUCux0v,0.5116822429906542,112.05841121495327
113,114,Kobesyumai,0.9912280701754386,112.00877192982456
127,144,Dr07449853,0.8819444444444444,112.00694444444444
225,452,harunn_zn,0.497787610619469,112.00221238938053
244,532,milupamda,0.45864661654135336,111.90977443609023
512,2346,lZOILi3Jmhcn2hI,0.21824381926683717,111.74083546462063
152,207,armadillo120120,0.7342995169082126,111.61352657004831
165,244,RIONG_OF_A_TOWN,0.6762295081967213,111.57786885245902
218,426,amatou_01,0.5117370892018779,111.55868544600939
256,588,rokerani56,0.43537414965986393,111.45578231292517
237,504,Ari_NAKAO,0.47023809523809523,111.44642857142857
216,419,kaminari_oyag05,0.5155131264916468,111.3508353221957
271,660,tokagaming30,0.4106060606060606,111.27424242424243
228,468,mv2_r__mrw2,0.48717948717948717,111.07692307692308
277,691,KAZU433116531,0.40086830680173663,111.04052098408104
179,289,ksan999,0.6193771626297578,110.86851211072664
125,141,choc_chip130,0.8865248226950354,110.81560283687944
230,479,zasuzasu0213,0.4801670146137787,110.4384133611691
386,1353,donaroo,0.2852919438285292,110.12269031781227
143,186,r8u_rt12,0.7688172043010753,109.94086021505376
213,413,yutaro_ne,0.5157384987893463,109.85230024213075
139,176,yrs1419,0.7897727272727273,109.7784090909091
130,154,yottyan_0721,0.8441558441558441,109.74025974025975
127,147,motarike0,0.8639455782312925,109.72108843537416
147,197,daisekie1008,0.7461928934010152,109.69035532994924
274,685,micro_wall,0.4,109.6
126,145,kumakatsu3,0.8689655172413793,109.48965517241379
187,320,wimper2490,0.584375,109.278125
530,2573,beelneus,0.20598523124757093,109.17217256121259
200,367,maekei_,0.5449591280653951,108.99182561307902
223,457,ONloR4oPG3LaHWf,0.487964989059081,108.81619256017505
294,795,erogata_yuri,0.36981132075471695,108.72452830188679
337,1047,Kaz_ohsawa,0.3218720152817574,108.47086914995225
114,120,SALA_LSK,0.95,108.3
132,161,kawatake02929,0.8198757763975155,108.22360248447205
168,261,bakuhatsuchibi,0.6436781609195402,108.13793103448276
352,1149,racfc032,0.3063533507397737,107.83637946040035
411,1567,hikaru1067,0.26228462029355454,107.79897894065093
257,613,mori09q,0.4192495921696574,107.74714518760196
143,190,boys_oogiri2,0.7526315789473684,107.62631578947368
132,162,Ura_Utube,0.8148148148148148,107.55555555555556
383,1365,KemonaJack,0.2805860805860806,107.46446886446887
251,587,mirrolk,0.42759795570698467,107.32708688245314
86,69,kondono90D,1.2463768115942029,107.18840579710145
252,593,skhm_neet,0.42495784148397975,107.0893760539629
122,139,blue_tree_heart,0.8776978417266187,107.07913669064749
285,759,doyadokk,0.37549407114624506,107.01581027667984
731,4998,satkoumax,0.14625850340136054,106.91496598639456
141,186,w2c778ded7tann,0.7580645161290323,106.88709677419355
154,222,tatataro62,0.6936936936936937,106.82882882882883
490,2249,bakez19hytks,0.21787461093819474,106.75855935971543
207,402,LinearZeke,0.5149253731343284,106.58955223880596
186,325,yoruni_mau,0.5723076923076923,106.44923076923077
558,2936,Lint1497314,0.19005449591280654,106.05040871934605
307,889,seisakizi,0.34533183352080987,106.01687289088864
438,1811,pppkunppkun,0.24185532854776368,105.93263390392049
234,517,akisayhirnisush,0.4526112185686654,105.9110251450677
719,4897,tk_of_world,0.1468245864815193,105.56687768021237
152,219,Drar46323045,0.6940639269406392,105.49771689497717
197,368,tavgxpoizun,0.5353260869565217,105.45923913043478
126,151,I_love_sinedie,0.8344370860927153,105.13907284768212
457,1992,gminky_,0.22941767068273092,104.84387550200803
124,147,Taihei_fishing,0.8435374149659864,104.59863945578232
246,580,genjitsumiruman,0.4241379310344828,104.33793103448276
358,1230,amakusa_kikyo,0.2910569105691057,104.19837398373984
266,680,butausagi1007,0.3911764705882353,104.05294117647058
120,139,DIO_NICOSSU1214,0.8633093525179856,103.59712230215827
125,151,wrwrkurare,0.8278145695364238,103.47682119205298
148,212,rukadayoR,0.6981132075471698,103.32075471698113
370,1326,sakai,0.2790346907993967,103.24283559577677
262,665,hineritai,0.39398496240601505,103.22406015037593
222,478,ZlBUN,0.46443514644351463,103.10460251046025
174,294,spade3_MD,0.5918367346938775,102.9795918367347
270,708,GalGimmick,0.3813559322033898,102.96610169491525
122,145,ky_mspns_9,0.8413793103448276,102.64827586206897
124,150,wawawa_argentum,0.8266666666666667,102.50666666666666
170,282,yuuuuuuuuuyat,0.6028368794326241,102.48226950354609
348,1184,bricar_ky,0.2939189189189189,102.28378378378379
203,403,YoshizakiSusumu,0.5037220843672456,102.25558312655087
155,235,hoton39,0.6595744680851063,102.23404255319149
176,303,rinkuya1008,0.5808580858085809,102.23102310231023
452,2005,oddoEriTama,0.2254364089775561,101.89725685785537
615,3716,gingiro0047,0.1655005382131324,101.78283100107643
139,190,2PvdCNgCbtksF4K,0.7315789473684211,101.68947368421053
331,1079,seiti_kurubushi,0.30676552363299353,101.53938832252085
159,249,3eSYr5cq9zXPX5k,0.6385542168674698,101.53012048192771
159,249,naoto_k02,0.6385542168674698,101.53012048192771
312,959,I3PnjiSwBdHvUZ5,0.32533889468196037,101.50573514077163
320,1009,47Xyz,0.31714568880079286,101.48662041625371
95,89,potipoch02,1.0674157303370786,101.40449438202248
241,573,monoryosuke,0.4205933682373473,101.36300174520069
425,1782,rukimnesis,0.23849607182940516,101.3608305274972
309,942,hnsrrk1204,0.32802547770700635,101.35987261146497
172,292,nakaken_CANYON,0.589041095890411,101.31506849315069
164,266,sunsitti8,0.6165413533834586,101.11278195488721
164,266,poppopopopoi,0.6165413533834586,101.11278195488721
131,170,KH57938671,0.7705882352941177,100.94705882352942
324,1041,FFuuBAN,0.3112391930835735,100.8414985590778
207,425,ono84111,0.48705882352941177,100.82117647058824
170,287,EvilFly,0.5923344947735192,100.69686411149826
476,2252,aoi_tylight,0.2113676731793961,100.61101243339255
348,1204,IchigochanYo,0.28903654485049834,100.58471760797342
146,212,bearzawazawa,0.6886792452830188,100.54716981132076
308,944,is0409aries,0.326271186440678,100.49152542372882
447,1990,K_GUY,0.22462311557788944,100.40653266331658
216,465,q9ac416,0.4645161290322581,100.33548387096774
414,1709,foxkitsune2501,0.2422469280280866,100.29022820362785
201,403,marudaShinChan,0.4987593052109181,100.25062034739454
98,96,nakonak70796936,1.0208333333333333,100.04166666666667
153,234,kosuke0828kissM,0.6538461538461539,100.03846153846153
91,83,Eibangumi_rua,1.0963855421686748,99.7710843373494
113,128,tomatono_yousei,0.8828125,99.7578125
67,45,ttnm26,1.488888888888889,99.75555555555556
341,1166,05Rkn,0.29245283018867924,99.72641509433963
532,2840,Paratsuki1016,0.18732394366197183,99.65633802816902
203,414,NubescoRITZ,0.49033816425120774,99.53864734299516
251,634,salty_cube,0.39589905362776023,99.37066246056783
271,740,qDOSp,0.3662162162162162,99.24459459459459
307,950,junichiro241,0.3231578947368421,99.20947368421052
170,292,umashika58,0.5821917808219178,98.97260273972603
480,2329,Horobo0802,0.20609703735508803,98.92657793044225
146,216,mkt317,0.6759259259259259,98.68518518518519
158,253,koperinko6120,0.6245059288537549,98.67193675889328
484,2380,109Version1,0.20336134453781513,98.42689075630253
307,959,suraferice,0.32012513034410844,98.27841501564129
144,211,kenshiro1135,0.6824644549763034,98.27488151658768
137,191,NekoJiManJu,0.7172774869109948,98.26701570680628
285,829,Oh3P5,0.34378769601930037,97.9794933655006
152,236,madacuel,0.6440677966101694,97.89830508474576
189,365,AR8uFPvmospjiCk,0.5178082191780822,97.86575342465754
195,389,Jingu_Rightside,0.5012853470437018,97.75064267352185
138,195,koosanbear2808,0.7076923076923077,97.66153846153846
180,332,1carp26kn,0.5421686746987951,97.59036144578313
113,131,miyaan_k,0.8625954198473282,97.47328244274809
433,1924,kentomisawa,0.22505197505197505,97.4475051975052
368,1390,sbshibamother,0.2647482014388489,97.4273381294964
142,207,NayuClover,0.6859903381642513,97.41062801932367
43,19,O6groZRRtJcLf06,2.263157894736842,97.3157894736842
601,3725,KRrazer,0.16134228187919464,96.96671140939597
148,226,binikon_chanoba,0.6548672566371682,96.92035398230088
146,220,tryo68,0.6636363636363637,96.89090909090909
171,302,yamanobu0103,0.5662251655629139,96.82450331125828
63,41,ku4cFra8aMxiX2P,1.5365853658536586,96.8048780487805
177,324,swhr12,0.5462962962962963,96.69444444444444
301,939,lDlElUl,0.32055378061767836,96.48668796592119
146,221,aluv5_3,0.6606334841628959,96.4524886877828
301,940,wC93AtGirwhL7Yg,0.3202127659574468,96.38404255319149
375,1464,yyoccyy,0.25614754098360654,96.05532786885246
168,294,hirosatophoenix,0.5714285714285714,96.0
198,409,morisimadaze,0.4841075794621027,95.85330073349633
220,505,novayarossia,0.43564356435643564,95.84158415841584
328,1127,AnkerGeek9,0.29103815439219166,95.46051464063886
182,347,niachof,0.5244956772334294,95.45821325648414
176,325,kuwa_kuwa_kuw,0.5415384615384615,95.31076923076922
373,1462,knowledgeFGO,0.2551299589603283,95.16347469220246
123,159,mutapooon,0.7735849056603774,95.15094339622641
405,1732,oyasumiso_,0.2338337182448037,94.70265588914549
222,521,pikaharu_1007,0.42610364683301344,94.59500959692899
306,994,intheisland1,0.30784708249496984,94.20120724346077
250,664,Ginga_A_,0.37650602409638556,94.12650602409639
266,752,BUNTAKOTANANA,0.3537234042553192,94.09042553191489
151,243,add_bakkers,0.6213991769547325,93.83127572016461
132,186,siro_ame,0.7096774193548387,93.6774193548387
416,1849,nantoka5151,0.22498647917793402,93.59437533802055
225,541,rokiroki221,0.41589648798521256,93.57670979667283
413,1824,mizu_ita_1025,0.22642543859649122,93.51370614035088
123,162,SCP173_Euclid,0.7592592592592593,93.38888888888889
439,2064,Kirara_fgo,0.2126937984496124,93.37257751937985
69,51,1h1page,1.3529411764705883,93.3529411764706
200,430,paaaaa256n,0.46511627906976744,93.02325581395348
490,2582,uchiuchio,0.18977536793183578,92.98993028659953
191,393,Aquabell495,0.4860050890585242,92.82697201017811
356,1367,eta_nouru1,0.260424286759327,92.71104608632041
355,1360,no_chele,0.2610294117647059,92.6654411764706
179,346,Pi_Chiyan_2,0.5173410404624278,92.60404624277457
217,509,Ichi_pai,0.4263261296660118,92.51277013752456
122,161,nobunaga000,0.7577639751552795,92.4472049689441
138,206,poteton1,0.6699029126213593,92.44660194174757
153,254,fagottenaikey,0.6023622047244095,92.16141732283465
169,310,ekk_Tama_lake,0.5451612903225806,92.13225806451612
264,757,esMzlMj6W0wpzDU,0.3487450462351387,92.06869220607662
224,546,Konvpalito1,0.41025641025641024,91.8974358974359
406,1801,makadamiatusin,0.22543031649083842,91.5247084952804
124,168,ORICON_Y,0.7380952380952381,91.52380952380952
185,374,nikon_1984,0.4946524064171123,91.51069518716578
142,221,chankan7,0.6425339366515838,91.23981900452489
88,85,Shirasuzu1127,1.035294117647059,91.10588235294118
257,726,TEITUNOTESO,0.35399449035812675,90.97658402203857
224,552,damesu_kanri,0.4057971014492754,90.89855072463769
172,326,soni_2525,0.5276073619631901,90.74846625766871
145,232,akandmazi,0.625,90.625
167,308,lU9pGFnNYCM2VWe,0.5422077922077922,90.5487012987013
135,202,praimibaru,0.6683168316831684,90.22277227722772
397,1748,YANPARARI_TSUN,0.22711670480549198,90.16533180778032
165,302,digdig_ninki,0.5463576158940397,90.14900662251655
123,168,wakasaseiyaku1,0.7321428571428571,90.05357142857143
109,132,GHg6f,0.8257575757575758,90.00757575757575
208,481,obi37_,0.43243243243243246,89.94594594594595
399,1771,twilight_sky69,0.22529644268774704,89.89328063241106
286,910,yuugo0724,0.3142857142857143,89.88571428571429
121,163,netorare_Oji,0.7423312883435583,89.82208588957056
136,206,shrock1rou,0.6601941747572816,89.7864077669903
105,123,huka_illust,0.8536585365853658,89.63414634146342
117,153,yukkki_horrrr,0.7647058823529411,89.47058823529412
227,576,1yudayayudaya8,0.3940972222222222,89.46006944444444
152,259,Lltjmw,0.5868725868725869,89.20463320463321
274,843,SoukouTalkyou,0.3250296559905101,89.05812574139976
117,154,ayanari_main,0.7597402597402597,88.8896103896104
197,438,CameronpoeJp,0.4497716894977169,88.60502283105023
180,366,ryo61115,0.4918032786885246,88.52459016393442
404,1845,dUxw9V99vTroNYh,0.21897018970189702,88.46395663956639
226,578,mayamaaaaaaaaa,0.39100346020761245,88.36678200692042
221,553,mm131218,0.3996383363471971,88.32007233273056
391,1731,ketupin_zi,0.22588099364529174,88.31946851530907
150,255,100million104,0.5882352941176471,88.23529411764706
130,192,yuji_melo,0.6770833333333334,88.02083333333333
263,786,raven37564,0.3346055979643766,88.00127226463104
119,161,unk8pu2n4k5unq2,0.7391304347826086,87.95652173913044
227,587,rikukun1202,0.38671209540034074,87.78364565587734
585,3901,to_chuu_KSU,0.14996154832094336,87.72750576775186
100,114,kinuxmomen46,0.8771929824561403,87.71929824561404
246,690,252_h,0.3565217391304348,87.70434782608696
134,205,miio0621,0.6536585365853659,87.59024390243903
118,159,sdkktrd59,0.7421383647798742,87.57232704402516
194,430,ho_0ri,0.4511627906976744,87.52558139534884
105,126,patsyjson,0.8333333333333334,87.5
111,141,75xj3aBKj4UOsuw,0.7872340425531915,87.38297872340425
138,218,04Tyokominto,0.6330275229357798,87.35779816513761
101,117,HakurankaiO,0.8632478632478633,87.1880341880342
331,1258,im_iemonfan,0.2631160572337043,87.09141494435612
319,1169,NoboriKudariGes,0.2728828058169376,87.04961505560308
206,488,1997Watarun,0.42213114754098363,86.95901639344262
95,104,torosakana,0.9134615384615384,86.77884615384616
223,575,0119_dai5,0.38782608695652177,86.48521739130435
146,247,tonnkotubutaaa,0.5910931174089069,86.29959514170041
217,547,YKSK_PRMS,0.396709323583181,86.08592321755027
250,731,takikatsu,0.34199726402188785,85.49931600547195
395,1831,WhiteSyber00,0.21572910977607865,85.21299836155106
327,1255,syantien,0.26055776892430277,85.20239043824701
89,93,113fami,0.956989247311828,85.17204301075269
82,79,chili_ppp,1.0379746835443038,85.11392405063292
185,403,KINGDOMKOHE,0.45905707196029777,84.92555831265508
119,167,p_p_snoopy,0.7125748502994012,84.79640718562874
278,912,kokotoha2,0.3048245614035088,84.74122807017544
327,1266,beeeeerumon1317,0.25829383886255924,84.46208530805687
192,437,shinta_tysin,0.43935926773455375,84.35697940503432
515,3154,Gunsyo_syogun,0.16328471781864298,84.09162967660114
163,316,4s3gW8hqPU4WIO7,0.5158227848101266,84.07911392405063
169,340,ysk_ksk,0.4970588235294118,84.00294117647059
237,669,Lack_due,0.3542600896860987,83.95964125560538
51,31,studiokiwi0,1.6451612903225807,83.90322580645162
118,166,gaPP4r3VuSjME4z,0.7108433734939759,83.87951807228916
129,199,tttteris,0.6482412060301508,83.62311557788945
192,441,soindahouse,0.43537414965986393,83.59183673469387
126,190,osakana0808,0.6631578947368421,83.5578947368421
169,342,luki_stars,0.49415204678362573,83.51169590643275
78,73,horasho11037,1.0684931506849316,83.34246575342466
187,420,rrrrkkkk,0.4452380952380952,83.25952380952381
231,641,kurosal,0.36037441497659906,83.24648985959439
581,4060,j5w6Kep9dDvlt8O,0.14310344827586208,83.14310344827587
255,783,gureetofaiyaah,0.32567049808429116,83.04597701149426
135,220,jaga_Chittiii,0.6136363636363636,82.8409090909091
135,220,kenp111,0.6136363636363636,82.8409090909091
165,329,fg0503,0.5015197568389058,82.75075987841946
210,533,kasimawimper,0.39399624765478425,82.73921200750469
191,441,hatopoppe,0.4331065759637188,82.7233560090703
239,691,zonochan1998071,0.3458755426917511,82.66425470332851
201,489,hirotok0718,0.4110429447852761,82.61963190184049
117,166,bow_estgt2,0.7048192771084337,82.46385542168674
138,231,soichiro1220,0.5974025974025974,82.44155844155844
158,303,072509011216it1,0.5214521452145214,82.38943894389439
98,117,miura_sonata,0.8376068376068376,82.08547008547009
243,720,nyobiii,0.3375,82.0125
112,153,TAKUYA_YAMAGA,0.7320261437908496,81.98692810457516
403,1982,doga_soko,0.20332996972754794,81.94197780020181
182,405,Katasumi_chr,0.44938271604938274,81.78765432098766
114,159,doukututanken,0.7169811320754716,81.73584905660377
327,1309,kei1008,0.24980901451489687,81.68754774637128
322,1271,yasuhiko6teba,0.25334382376081827,81.57671125098348
225,621,rs99_sino,0.36231884057971014,81.52173913043478
269,888,sentakukago01,0.30292792792792794,81.48761261261261
239,701,houjity_,0.340941512125535,81.48502139800286
331,1346,kyoumetal,0.24591381872213966,81.39747399702823
134,221,mochi_otoko,0.6063348416289592,81.24886877828054
306,1153,Mr_Chinaman,0.2653946227233304,81.21075455333911
502,3110,sugar3069,0.16141479099678457,81.03022508038585
63,49,ReiwaS_Ouenchu,1.2857142857142858,81.0
339,1422,yama406281,0.23839662447257384,80.81645569620254
211,551,tasaikun,0.38294010889292196,80.80036297640653
614,4672,sinzaka,0.13142123287671234,80.69263698630137
290,1043,t_mochi_kun,0.27804410354745923,80.63279002876318
126,197,sinochu_0725,0.6395939086294417,80.58883248730965
257,822,hirokoban,0.3126520681265207,80.35158150851582
280,977,SKris_S,0.2865916069600819,80.24564994882293
192,460,Maaamko,0.41739130434782606,80.13913043478261
110,151,makitagenia,0.7284768211920529,80.13245033112582
338,1429,minonchann,0.2365290412876137,79.94681595521344
282,997,NITIKI1021,0.28284854563691075,79.76328986960883
175,384,mariri_secret,0.4557291666666667,79.75260416666667
153,294,874chin,0.5204081632653061,79.62244897959184
220,608,mamemeoffcial,0.3618421052631579,79.60526315789474
130,213,nonpon28,0.6103286384976526,79.34272300469483
230,668,zawa_zawaaaaaaa,0.344311377245509,79.19161676646706
170,365,sadamaru3333,0.4657534246575342,79.17808219178082
246,765,dry_flower_0912,0.3215686274509804,79.10588235294118
97,119,pilopilo08,0.8151260504201681,79.0672268907563
280,992,gandsake,0.28225806451612906,79.03225806451613
153,297,inorgani,0.5151515151515151,78.81818181818181
431,2358,yammer_ff14,0.18278201865988125,78.77905004240883
128,208,aiueoraggn,0.6153846153846154,78.76923076923077
