FollowersCount,FriendsCount,ScreenName,Ratio,Points
1053,971,Lgtrdh,1.0844490216271885,1141.9248197734294
624,341,tomotsu_Mark2,1.8299120234604105,1141.865102639296
1379,1674,NAGA0914SOYOGI,0.8237753882915173,1135.9862604540024
2379,4998,navyXcliff_1278,0.4759903961584634,1132.3811524609844
1103,1077,Kenji_Gotou,1.0241411327762302,1129.627669452182
1595,2257,syuwakoiii,0.7066902968542312,1127.1710234824989
1713,2608,manmaru216,0.6568251533742331,1125.1414877300613
1588,2244,KZHR_UEN_,0.7076648841354723,1123.77183600713
1498,1997,asimo_tkb,0.7501251877816725,1123.6875312969455
718,459,Dauntless_Loser,1.5642701525054465,1123.1459694989107
1471,1933,Akipooooooooon,0.760993274702535,1119.421107087429
1065,1014,haraboGBH,1.0502958579881656,1118.5650887573966
767,527,mix_tsi,1.4554079696394686,1116.2979127134724
884,712,BochibochiKaba,1.2415730337078652,1097.5505617977528
454,188,vintoro,2.4148936170212765,1096.3617021276596
847,655,monstyamato,1.2931297709923664,1095.2809160305344
1087,1079,miuraamame,1.0074142724745134,1095.059314179796
1682,2587,medamakunn23,0.6501739466563587,1093.5925782759953
818,612,a4koma,1.3366013071895424,1093.3398692810458
840,646,hinata_todoroki,1.3003095975232197,1092.2600619195046
2252,4649,jin_marbo,0.48440524844052485,1090.880619488062
1302,1564,FROST0420,0.8324808184143222,1083.8900255754477
1886,3282,kodomokagaku,0.5746496039000609,1083.789152955515
2039,3854,canavis_,0.5290607161390762,1078.7548002075766
506,238,orient_kogyo,2.1260504201680672,1075.781512605042
1091,1111,xma_sor,0.981998199819982,1071.3600360036003
2311,5001,BZM10005,0.4621075784843031,1067.9306138772245
1298,1584,sybkakp,0.8194444444444444,1063.638888888889
576,312,solo_uni,1.8461538461538463,1063.3846153846155
1445,1978,zegondo,0.7305358948432761,1055.6243680485338
1535,2252,K_Matsuda,0.6816163410301954,1046.28108348135
1917,3516,NoobxxxTeRu,0.5452218430034129,1045.1902730375427
1062,1087,LpcSaku,0.9770009199632015,1037.57497700092
1757,3005,TzCNjhNhXorGQ4X,0.5846921797004991,1027.304159733777
1257,1558,aQua_o_regalis,0.806803594351733,1014.1521181001284
1177,1369,samekastera,0.8597516435354273,1011.9276844411979
2220,4878,Ituki_Kulaki,0.45510455104551045,1010.3321033210332
994,979,tebuku6,1.0153217568947905,1009.2298263534219
1428,2024,Siro58744667,0.7055335968379447,1007.501976284585
1575,2465,MantleHat,0.6389452332657201,1006.3387423935092
1596,2542,masashiaaaa,0.6278520849724626,1002.0519276160503
1363,1857,hibikiwwtarako,0.7339795368874529,1000.4141087775982
932,869,yamete_tanma,1.0724971231300344,999.5673187571922
954,911,sumitty,1.0472008781558726,999.0296377607025
793,634,abcdefgwww555,1.250788643533123,991.8753943217665
753,577,TotsugekiLaser,1.3050259965337956,982.684575389948
857,748,GK_NEET3ME,1.1457219251336899,981.8836898395722
1050,1126,iwa_tan_tan112,0.9325044404973357,979.1296625222025
1258,1618,sencha_novelup,0.7775030902348579,978.0988875154512
732,550,kusazuka,1.3309090909090908,974.2254545454546
862,764,tobufish,1.1282722513089005,972.5706806282723
1129,1311,ZecL_Nz,0.8611746758199847,972.2662090007627
374,144,bwjks,2.5972222222222223,971.3611111111111
615,391,JO4FDC,1.5728900255754477,967.3273657289003
1617,2717,mile_193,0.5951417004048583,962.3441295546559
753,591,tryama33,1.2741116751269035,959.4060913705583
1593,2654,dande37413776,0.6002260738507913,956.1601356443105
1028,1107,makosharkblog,0.928635953026197,954.6377597109305
818,703,tunguuneri,1.1635846372688479,951.8122332859175
827,724,meliaslime,1.1422651933701657,944.6533149171271
